num,treatment,temp.avg,temp.var,date.hatch,date.died,date.ovp,num.ovp,suc.ovp,date.3,mass.3,date.4,mass.4,date.5,mass.5,date.p5.1,mass.p5.1,date.p5.2,mass.p5.2,date.p5.3,mass.p5.3,date.cull,mass.cull,inst.6,date.wand,mass.wand,date.em,instar.em,bled.em,mass.48em,date.ecl,num.em,num.coc,num.fail.spin,num.unem,num.ecl,load,mongo,left_out,notes,diss.notes
114,control,30,10,1/25/20,2/16/20,,,,1/29/20,55.12,1/31/20,210.46,2/5/20,1910.52,,,,,,,,,,,,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",
115,para,30,0,1/25/20,,1/29/20,1,,1/29/20,47.73,2/1/20,147.11,2/5/20,1797.24,,,,,,,,,,,,2/8/20,5,0,3239.82,2/13/20,156,150,6,30,135,186,,1,was left out at room temperature for 24 hours 1 day after wasp emergence,
116,para,30,10,1/25/20,2/12/20,1/29/20,1,,1/29/20,63.03,2/2/20,262.18,2/6/20,1238.42,,,,,,,,,,,,,,,,,0,,,,,0,,,,
117,control,30,0,1/25/20,,,,,1/29/20,54.7,1/31/20,199.04,2/3/20,2728.82,,,,,,,,,,2/6/20,11222.36,,,,,,0,,,,,0,,,,
118,control,30,10,1/25/20,,,,,1/29/20,50.11,2/1/20,451.67,2/5/20,2038.72,,,,,,,,,,2/11/20,9001.38,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",
119,para,30,0,1/25/20,,1/29/20,1,,1/29/20,34.1,2/2/20,104.68,2/6/20,750.96,,,,,,,,,,,,2/10/20,5,0,3305.99,2/15/20,130,121,9,35,,165,,,,"13 immature 2nd instars, counted in num unem. at least 2 1st instars found"
120,para,30,10,1/25/20,,1/29/20,2,,1/29/20,58.75,2/1/20,192.06,2/5/20,1276.23,2/12/20,2643.41,,,,,2/16/20,2135.25,,,,,,,,,0,,,,,0,,,"close to death before p5.2, culled and weighed 2/16/20. frozen for dissection",
121,control,30,0,1/25/20,,,,,1/29/20,40.18,2/1/20,490.36,2/4/20,1402.46,,,,,,,,,,2/7/20,7948.75,,,,,,0,,,,,0,,,,
122,control,30,10,1/25/20,,,,,1/29/20,41.28,2/1/20,372.99,2/5/20,1693.75,,,,,,,,,,2/10/20,8421.48,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from all prolegs",
123,para,30,0,1/25/20,,1/29/20,1,,1/29/20,62.92,2/1/20,326.67,2/4/20,1918.04,,,,,,,,,,,,2/8/20,5,0,3870.92,2/12/20,100,59,41,33,33,133,,1,was left out at room temperature for 24 hours 1 day after wasp emergence,1 immature 2nd counted in num unem. some 2nd instars look stuck in their cuticle
124,para,30,10,1/25/20,,1/29/20,1,,1/29/20,53.55,2/2/20,197.38,2/7/20,1468.38,2/14/20,8737.58,,,,,,,,2/19/20,8701.61,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, cuticle removed from 4th-6th prolegs 3 days after molt to 5th (2/10/20). wandered 2/19/20. Put in pupe box to see if it pupates. pupated 2/24/20, but did not pupate well and did not fully shed larval cuticle (not really larval pupal intermediate). Took pictures. Kept to see if it ecloses",
125,control,30,0,1/25/20,,,,,1/29/20,37.59,2/1/20,183.54,2/5/20,2184.28,,,,,,,,,,2/8/20,10378.19,,,,,,0,,,,,0,,,,
126,control,30,10,1/25/20,,,,,1/29/20,65.33,1/31/20,228.65,2/4/20,1617.15,,,,,,,,,,2/9/20,7620.37,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",
127,para,30,0,1/25/20,,1/29/20,1,,1/29/20,71.42,2/1/20,156.02,2/5/20,1734.54,2/12/20,11434.56,2/19/20,11880.13,2/26/20,10598.25,2/26/20,10598.25,,,,,,,,,0,,,,,0,,,,
128,para,30,10,1/25/20,,1/29/20,1,,1/29/20,50.52,2/2/20,255.03,2/6/20,1155.49,2/13/20,9158.74,2/20/20,10608.32,,,,,,2/26/20,9311.78,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. wandered 2/26/20, frozen for Katherine to test",
129,control,30,0,1/25/20,,,,,1/29/20,30.3,2/1/20,191.63,2/5/20,3263.38,,,,,,,,,,2/8/20,10043.87,,,,,,0,,,,,0,,, ,
130,control,30,10,1/25/20,,,,,1/29/20,68.23,1/31/20,204.54,2/4/20,1811.26,,,,,,,,,,2/14/20,5625.1,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",
131,para,30,0,1/25/20,,1/29/20,1,,1/29/20,35.39,2/2/20,186.66,2/6/20,1996.24,,,,,,,,,,,,2/9/20,5,0,3649.91,2/14/20,94,76,18,60,53,154,,1,was left out at room temperature for 24 hours immediately after wasp emergence,3 immature 2nds counted in num unem. some 2nds looked stuck in their cuticle
132,para,30,10,1/25/20,,1/29/20,1,,1/29/20,34.56,2/2/20,94.87,2/6/20,647.97,2/13/20,5091.14,2/20/20,14848.53,2/27/20,15803.33,2/27/20,15803.33,,,,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. molted to 6th 2/12/20. Mass: 3100.97. did not shed fully at molt to 6th. removed cuticle from 4th-6th prolegs after molt to 6th",
133,control,30,0,1/25/20,,,,,1/29/20,30.61,2/1/20,109.98,2/5/20,1397.39,,,,,,,,,,2/9/20,8247.77,,,,,,0,,,,,0,,,,
134,control,30,10,1/25/20,,,,,1/29/20,68.85,1/31/20,231.08,2/4/20,1460.73,,,,,,,,,,2/9/20,7811.3,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",
135,para,30,0,1/25/20,,1/29/20,1,,1/29/20,58.38,2/2/20,207.01,2/16/20,583.89,,,,,,,2/21/20,695.85,,,,,,,,,0,,,,,0,,,,
136,para,30,10,1/25/20,,1/29/20,1,,1/29/20,66.07,2/1/20,167.21,2/5/20,1026.58,2/12/20,4279.83,,,,,2/15/20,4011.74,,,,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from all prolegs. close to death 2/15/20 so culled early",
137,control,30,0,1/26/20,,,,,1/29/20,47.1,1/31/20,193.69,2/3/20,2944.59,,,,,,,,,,2/5/20,8943.84,,,,,,0,,,,,0,,,,
138,control,30,10,1/26/20,,,,,1/29/20,47.34,2/1/20,136.8,2/7/20,1066.7,,,,,,,,,,2/16/20,6481.8,,,,,,0,,,,,0,,,did not shed fully at molt to 5th. cuticle removed from 4th-6th prolegs 4 days after molt to 5th 2/11/20,
139,para,30,0,1/26/20,,1/29/20,2,,1/29/20,44.68,2/1/20,123.04,2/5/20,1156.64,,,,,,,,,,,,2/9/20,5,0,2831.43,2/13/20,71,56,15,71,50,142,,1,was left out at room temperature for 24 hours immediately after wasp emergence,12 immature 2nd instars counted in num unem. at least 2-3 1st instars found. some 2nd instars look stuck in their cuticle
140,para,30,10,1/26/20,,1/29/20,2,,1/29/20,52.73,2/2/20,170.33,2/6/20,1016.5,2/13/20,5985.67,2/20/20,7963.78,2/27/20,8201.68,2/27/20,8201.68,,,,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from all prolegs",
141,control,30,0,1/26/20,,,,,1/29/20,54.56,2/1/20,367.32,2/4/20,1758.95,,,,,,,,,,2/8/20,12684.45,,,,,,0,,,,,0,,,,
142,control,30,10,1/26/20,,,,,1/29/20,43.88,2/1/20,104.87,2/5/20,454.76,,,,,,,,,,2/17/20,6580.15,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. molted to 6th 2/10/20. Mass: 1500.85. removed cuticle from all prolegs at molt to 6th",
143,para,30,0,1/26/20,,1/29/20,3,,1/29/20,50.23,2/2/20,157.22,2/6/20,1978.36,,,,,,,,,,,,2/10/20,5,0,3886.85,2/14/20,101,68,33,103,45,204,,,,12 immature 2nds counted in num unem. some 2d instars look stuck in their cuticle
144,para,30,10,1/26/20,2/21/20,1/29/20,1,,1/29/20,44.55,2/3/20,155.42,2/10/20,472.36,2/17/20,1127.17,,,,,,,,,,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. also black/gross when dead so not massed. ",
145,control,30,0,1/26/20,,,,,1/29/20,39.69,2/1/20,392.38,2/4/20,2150.85,,,,,,,,,,2/7/20,9070.8,,,,,,0,,,,,0,,,,
146,control,30,10,1/26/20,,,,,1/29/20,49.95,2/1/20,147.56,2/7/20,900.13,,,,,,,,,,2/16/20,6658.26,,,,,,0,,,,,0,,,did not shed fully at molt to 5th. cuticle removed from 4th-6th prolegs 4 days after molt to 5th 2/11/20,
147,para,30,0,1/26/20,,1/29/20,1,,1/29/20,47.01,2/1/20,145.21,2/5/20,1524.88,,,,,,,,,,,,2/9/20,5,0,3327.62,2/14/20,78,55,23,96,44,174,,1,was left out at room temperature for 24 hours immediately after wasp emergence,"17 immature 2nd instars, counted in num unem. even mature 2nds looked small and underdeveloped. some 2nd instars looked stuck in cuticle"
148,para,30,10,1/26/20,2/12/20,1/29/20,1,,1/29/20,46.02,2/2/20,181.69,2/7/20,862.85,,,,,,,,,,,,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, cuticle removed from 4th-6th prolegs 3 days after molt to 5th (2/10/20)",
149,control,30,0,1/26/20,,,,,1/29/20,47.63,1/31/20,197.13,2/3/20,3119.87,,,,,,,,,,2/6/20,10976.42,,,,,,0,,,,,0,,,,
150,control,30,10,1/26/20,,,,,1/29/20,41.71,2/1/20,261.23,2/5/20,1758.31,,,,,,,,,,2/11/20,5252.7,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",
151,para,30,0,1/26/20,,1/29/20,1,,1/29/20,51.74,2/2/20,151.88,,,,,,,,,,,,,,2/7/20,4,0,774.52,2/11/20,40,38,2,10,34,50,,,,4 immature 2nds counted in num unem. a few large mel plaques found
152,para,30,10,1/26/20,2/14/20,1/29/20,1,,1/29/20,37.27,2/1/20,130.16,2/5/20,684.04,2/12/20,637.38,,,,,,,,,,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",
153,control,30,0,1/26/20,,,,,1/29/20,44.58,1/31/20,187.11,2/4/20,1876.17,,,,,,,,,,2/7/20,10732.6,,,,,,0,,,,,0,,,head capsule damaged at weighing at 3rd,
154,control,30,10,1/26/20,,,,,1/29/20,44.11,2/1/20,169.44,2/5/20,1368.01,,,,,,,,,,2/10/20,7810.52,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",
155,para,30,0,1/26/20,,1/29/20,1,,1/29/20,44.7,2/3/20,242.12,,,,,,,,,,,,,,2/7/20,4,0,756.78,2/11/20,39,36,3,13,30,52,,,,"3 immature 2nds, counted in num unem"
156,para,30,10,1/26/20,,1/29/20,1,,1/29/20,52.17,2/2/20,232.91,2/10/20,1016.27,2/17/20,1102.21,,,,,2/17/20,1102.21,,,,,,,,,0,,,,,0,,,"did not molt well to 5th, bled. removed cuticle from 4th-6th prolegs at molt to 5th. close to death on p5.1, so culled. frozen for dissection",
157,para,30,0,1/26/20,,1/29/20,1,,1/29/20,46.09,2/3/20,226.16,,,,,,,,,,,,,,2/8/20,4,0,875.58,2/12/20,29,19,10,18,14,47,,1,was left out at room temperature for 24 hours 1 day after wasp emergence,1 immature 2nd counted in num unem. some 2nd instars look stuck in their cuticle. 1 distinct mel plaque found
158,para,30,10,1/26/20,2/7/20,1/29/20,1,,1/29/20,44.67,2/4/20,176.42,,,,,,,,,,,,,,,,,,,0,,,,,0,,,"did not molt well to 4th, bled. could not remove cuticle",
159,para,30,10,1/26/20,2/21/20,1/29/20,1,,1/29/20,48.25,2/4/20,244.83,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,
160,para,30,0,1/26/20,,1/29/20,1,,1/29/20,44.03,2/2/20,185.42,,,,,,,,,,,,,,2/7/20,4,0,1153.19,2/11/20,57,54,3,16,53,73,,,,"4 immature 2nd instars, counted in num unem. "
161,control,30,0,1/26/20,,,,,1/29/20,47.48,1/31/20,184.93,2/4/20,2376.17,,,,,,,,,,2/7/20,14482.4,,,,,,0,,,,,0,,,,
162,control,30,10,1/26/20,,,,,1/29/20,43.49,2/1/20,166.45,2/8/20,1314.45,,,,,,,,,,2/15/20,8198.23,,,,,,0,,,,,0,,,did not shed fully at molt to 5th. cuticle removed from 4th-6th prolegs 4 days after molt to 5th 2/11/20,
163,para,30,0,1/26/20,,1/29/20,1,,1/29/20,46.1,2/2/20,130.44,2/6/20,974.6,,,,,,,,,,,,2/10/20,5,0,2726.57,2/14/20,106,75,31,16,61,122,,,,"2 immature 2nds, counted in num unem. some 2nd instars look stuck in cuticle"
164,control,30,0,1/26/20,,,,,1/29/20,45.26,2/1/20,367.93,2/5/20,1061.14,,,,,,,,,,2/11/20,9142.86,,,,,,0,,,,,0,,,,
165,control,30,10,1/26/20,,,,,1/29/20,35.62,2/1/20,361.64,2/4/20,1138.36,,,,,,,,,,2/9/20,8050.5,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",
166,para,30,0,1/26/20,,1/29/20,1,,1/29/20,40.61,2/2/20,180.91,,,,,,,,,,,,,,2/7/20,4,1,919.93,2/11/20,26,22,4,12,16,38,,,ovp and put in chamber around 12pm,1 immature 2nd counted in num unem
167,para,30,10,1/26/20,,1/29/20,1,,1/29/20,41.12,2/4/20,353.07,2/7/20,918.62,2/14/20,4721.27,2/21/20,15107.31,2/28/20,18904.43,2/28/20,18904.43,,,,,,,,,0,,,,,0,,,"ovp and put in chamber around 12pm. did not shed fully at molt to 5th, cuticle removed from 4th-6th prolegs 3 days after molt to 5th (2/10/20). molted to 6th on date_p5.1. did not shed fully at molt to 6th, removed cuticle from 4th-6th prolegs",
168,control,30,0,1/26/20,,,,,1/29/20,34.82,2/1/20,371.58,2/4/20,2964.82,,,,,,,,,,2/7/20,12457.5,,,,,,0,,,,,0,,,,
169,control,30,10,1/26/20,,,,,1/29/20,44.44,2/1/20,203.86,2/5/20,1462.56,,,,,,,,,,2/10/20,6340.18,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",
170,para,30,0,1/26/20,,1/29/20,1,,1/29/20,41.19,2/1/20,456.8,2/4/20,2979.12,,,,,,,,,,2/7/20,9632.12,,,,,,0,,,,,0,,,ovp and put in chamber around 12pm,
171,para,30,10,1/26/20,,1/29/20,1,,1/29/20,39.59,2/1/20,110.02,2/5/20,428.36,2/12/20,1809.51,2/19/20,7342.94,2/26/20,9560.21,2/26/20,9560.21,,,,,,,,,0,,,,,0,,,"ovp and put in chamber around 12pmdid not shed fully at molt to 5th, removed cuticle from all prolegs. molted to 6th 2/12/20. Mass: 1809.51. did not shed fully at molt to 6th, removed cuticle from 4th-6th prolegs",
172,control,30,0,1/26/20,,,,,1/29/20,54.37,1/31/20,213.87,2/4/20,3439.24,,,,,,,,,,2/7/20,12411.5,,,,,,0,,,,,0,,,,
173,control,30,10,1/26/20,,,,,1/29/20,45.57,2/1/20,178.66,2/6/20,1448.59,,,,,,,,,,2/12/20,8548.58,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",
174,para,30,0,1/26/20,,1/29/20,1,,1/29/20,46.86,2/2/20,225.06,2/6/20,2444.37,,,,,,,,,,,,2/9/20,5,0,3895.35,2/14/20,71,46,25,33,35,104,,1,ovp and put in chamber around 12pm. was left out at room temperature for 24 hours immediately after wasp emergence,"3 immature 2nds, counted in num unem. some 2nd instars looked stuck in their cuticle"
175,para,30,10,1/26/20,,1/29/20,1,,1/29/20,47.06,2/2/20,216.34,2/6/20,1309.16,2/13/20,8968.37,2/20/20,7211.92,,,,,,2/20/20,7211.92,,,,,,0,,,,,0,,,"ovp and put in chamber around 12pm. did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. wandered on date p5.2. put in pupae box to see if it pupates. failed to pupate properly, larval pupal intermediate",
176,control,30,0,1/26/20,,,,,1/29/20,44.26,1/31/20,177.1,2/4/20,4243.81,,,,,,,,,,2/7/20,12985.8,,,,,,0,,,,,0,,,,
177,control,30,10,1/26/20,,,,,1/29/20,35.51,2/1/20,236.18,2/5/20,989.11,,,,,,,,,,2/11/20,7549.71,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",
178,para,30,0,1/26/20,,1/29/20,2,,1/29/20,48.69,2/3/20,219.63,2/6/20,804.46,,,,,,,,,,,,2/9/20,5,0,1565.84,2/14/20,45,36,9,7,31,52,,1,ovp and put in chamber around 12pm. was left out at room temperature for 24 hours immediately after wasp emergence,no immature 2nds
179,para,30,10,1/26/20,,1/29/20,1,,1/29/20,42.23,2/1/20,163.3,2/5/20,832.76,2/12/20,3371.42,2/19/20,2991.32,,,2/20/20,2787.28,,,,,,,,,0,,,,,0,,,"ovp and put in chamber around 12pm. close to death on 2/20/20, culled early. frozen for dissection",
180,para,30,10,1/26/20,,1/29/20,1,,1/29/20,43.31,2/2/20,280.64,2/7/20,2046.94,2/14/20,12957.27,2/21/20,9982.47,,,,,,2/22/20,9656.83,,,,,,0,,,,,0,,,ovp and put in chamber around 12pm. wandered 2/22/20. massed and frozen for testing. looked like some anal prolapse happening,
181,control,30,0,1/26/20,,,,,1/29/20,40.37,1/31/20,158.86,2/4/20,4461.34,,,,,,,,,,2/7/20,12873.6,,,,,,0,,,,,0,,,,
182,control,30,10,1/26/20,,,,,1/29/20,43.14,2/1/20,187.24,2/5/20,1170.85,,,,,,,,,,2/10/20,6406.41,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",
183,control,30,0,1/26/20,,,,,1/29/20,42.58,2/1/20,761.8,2/4/20,3838.28,,,,,,,,,,2/7/20,12956.7,,,,,,0,,,,,0,,,,
184,control,30,10,1/26/20,,,,,1/29/20,52.63,2/1/20,162.57,2/6/20,1189.92,,,,,,,,,,2/14/20,5655.54,,,,,,0,,,,,0,,,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",
186,para,30,10,1/26/20,2/10/20,1/29/20,1,,1/29/20,44.64,2/4/20,142.88,,,,,,,,,,,,,,,,,,,0,,,,,0,,,ovp and put in chamber around 12pm,
187,para,30,0,1/26/20,,1/29/20,2,,1/29/20,43.04,2/3/20,247.11,,,,,,,,,,,,,,2/7/20,4,1,552.96,2/11/20,39,35,4,14,28,53,,,ovp and put in chamber around 12pm,3 immature 2nds counted in num unem
188,para,30,10,1/26/20,,1/29/20,1,,1/29/20,46.21,2/2/20,112.87,2/8/20,1222.3,2/15/20,8340.89,2/22/20,9214.97,,,,,,2/28/20,7046.84,,,,,,0,,,,,0,,,ovp and put in chamber around 12pm. wandered 2/28/20. put in pupae box to see if it pupates,
189,para,30,0,1/26/20,,1/29/20,3,,1/29/20,41.93,2/1/20,354.6,2/4/20,1612.53,,,,,,,,,,,,2/8/20,5,0,4212.39,2/13/20,126,115,11,142,95,268,,1,ovp and put in chamber around 12pm. was left out at room temperature for 24 hours 1 day after wasp emergence,46 immature 2nds counted in num unem. some 2nd instars look stuck in their cuticle
190,para,30,10,1/26/20,2/1/20,1/29/20,1,,1/29/20,41,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,ovp and put in chamber around 12pm. accidentally dropped and squished,
